Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
X35.2 Intravenous chemotherapy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2402,279184,0.712190071957521,-0.0403815696414941,,,categorical-41200-both_sexes-X352-
Volume of grey matter in Middle Frontal Gyrus (right),25789,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.71229313781251,0.0149166280119323,,,continuous-25789-both_sexes--irnt
Gliclazide,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,2298,279245,0.71233097852571,-0.0405776595537233,,,categorical-20003-both_sexes-1140874744-
Z66.5 Lumbar vertebra,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1796,279790,0.712373030679523,-0.0403365484484711,,,categorical-41210-both_sexes-Z665-
Mean FA in posterior corona radiata on FA skeleton (left),25083,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.713393712764013,-0.0147839607633393,,,continuous-25083-both_sexes--irnt
Type 2 diabetes,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1752,279791,0.713619007908978,-0.0404152600217246,,,categorical-20002-both_sexes-1223-
Mean OD in corticospinal tract on FA skeleton (left),25399,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.713959160023955,0.00245273658050513,,,continuous-25399-both_sexes--irnt
Z92.7 Trunk NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1842,279744,0.713984177932482,-0.0403544181935988,,,categorical-41210-both_sexes-Z927-
Comparative body size at age 10,1687,continuous,,UK Biobank Assessment Centre > Touchscreen > Early life factors,,276654,,0.714023680996926,0.00148519218686308,,,continuous-1687-both_sexes--
Salbutamol 100micrograms spacehaler,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1795,279748,0.715445442214254,-0.0403530755213753,,,categorical-20003-both_sexes-1140926606-
M46 Other inflammatory spondylopathies,131914,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,1948,279637,0.715555806471934,-0.0403611418282434,,,icd_first_occurrence-131914-both_sexes--
L85 Other epidermal thickening,131812,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,1942,279643,0.715621660253632,-0.0403783117386547,,,icd_first_occurrence-131812-both_sexes--
Cervical spondylosis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1997,279546,0.716045673270345,-0.0403991120427044,,,categorical-20002-both_sexes-1478-
Hyperthyroidism/thyrotoxicosis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2140,279403,0.716577924058341,-0.0404806895436386,,,categorical-20002-both_sexes-1225-
Vaginal prolapse/colposuspension,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2670,150658,0.717717521429935,-0.0409814033159391,,,categorical-20004-both_sexes-1361-
Hysterectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,28487,124841,0.718077346577465,0.00604319573491999,,,categorical-20004-both_sexes-1357-
I71 Aortic aneurysm and dissection,131382,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1566,280019,0.718618546417078,-0.0406210703670507,,,icd_first_occurrence-131382-both_sexes--
C79.2 Vitrectomy using pars plana approach,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1880,279706,0.719080318704811,-0.040376203321025,,,categorical-41200-both_sexes-C792-
"Forced expiratory volume in 1-second (FEV1), predicted",20153,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,84144,,0.71983182344959,0.0025105512857691,,,continuous-20153-both_sexes--irnt
Mean ISOVF in superior longitudinal fasciculus on FA skeleton (right),25480,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.719863489403103,0.0100771096528058,,,continuous-25480-both_sexes--irnt
Beconase 50micrograms nasal spray,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1862,279681,0.719967479184534,-0.0403157033419064,,,categorical-20003-both_sexes-1140876136-
A52.1 Therapeutic lumbar epidural injection,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1716,279870,0.720342851212428,-0.0403308788801953,,,categorical-41200-both_sexes-A521-
Maxillo-facial surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2021,279522,0.720697194308423,-0.0404041891105176,,,categorical-20004-both_sexes-1481-
I08 Multiple valve diseases,131282,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1732,279853,0.720842582845207,-0.0404524233238374,,,icd_first_occurrence-131282-both_sexes--
Anal surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1679,279864,0.721241558480009,-0.0403274276631715,,,categorical-20004-both_sexes-1460-
R27.1 Episiotomy to facilitate delivery,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1597,151751,0.721249162252752,-0.0427464088611084,,,categorical-41210-both_sexes-R271-
Percutaneous/open kidney stone surgery/lithotripsy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1600,279943,0.72142981095317,-0.0403789901574603,,,categorical-20004-both_sexes-1197-
Mean MO in middle cerebellar peduncle on FA skeleton,25152,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.721810352125066,0.0151788811996555,,,continuous-25152-both_sexes--irnt
Zinc product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1898,279645,0.722138645399413,-0.0403182664914067,,,categorical-20003-both_sexes-1140888538-
J93 Pneumothorax,131540,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,1556,280029,0.722193494449752,-0.0403524325044844,,,icd_first_occurrence-131540-both_sexes--
Other joint disorder,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1746,279797,0.722202886709248,-0.0403117114834418,,,categorical-20002-both_sexes-1467-
"Heel bone mineral density (BMD) T-score, automated",78,continuous,,UK Biobank Assessment Centre > Physical measures > Bone-densitometry of heel,,153237,,0.722203723451507,0.000653848608309493,,,continuous-78-both_sexes--irnt
J43 Emphysema,131490,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,1709,279876,0.722239939176789,-0.0404524913803632,,,icd_first_occurrence-131490-both_sexes--
K49.1 Percutaneous transluminal balloon angioplasty of one coronary artery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1436,280150,0.722750180117106,-0.0405891867599432,,,categorical-41200-both_sexes-K491-
Mean corpuscular haemoglobin concentration,30060,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273537,,0.72325958471134,-0.00306461321129877,,,continuous-30060-both_sexes--irnt
Mean L2 in corticospinal tract on FA skeleton (left),25255,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.723791421068557,0.00373282962691906,,,continuous-25255-both_sexes--irnt
Mean MO in external capsule on FA skeleton (right),25184,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.724007681033815,0.0144029913447583,,,continuous-25184-both_sexes--irnt
W37.1 Primary total prosthetic replacement of hip joint using cement,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3288,278298,0.724046480904941,0.0227178179208545,,,categorical-41200-both_sexes-W371-
Mean MD in fornix cres+stria terminalis on FA skeleton (left),25143,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.724605277711482,0.00238512439649212,,,continuous-25143-both_sexes--irnt
Weighted-mean L2 in tract forceps major,25606,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.724946414673339,-0.00877645243486416,,,continuous-25606-both_sexes--irnt
K11 Diseases of salivary glands,131574,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1856,279729,0.725194406312212,-0.040311204954511,,,icd_first_occurrence-131574-both_sexes--
Platelet distribution width,30110,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273539,,0.725424885749965,-0.0032929499129258,,,continuous-30110-both_sexes--irnt
L87.1 Stripping of long saphenous vein,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2181,279405,0.725650708922768,-0.0403371100035973,,,categorical-41210-both_sexes-L871-
Cone biopsy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2394,150934,0.725760277893567,-0.0407177489520869,,,categorical-20004-both_sexes-1512-
Breast cyst/abscess removal,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2601,150727,0.725835793012283,-0.0407704971646145,,,categorical-20004-both_sexes-1513-
Upper limb surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1448,280095,0.727034395008335,-0.0403272412855312,,,categorical-20004-both_sexes-1498-
K65 Peritonitis,131652,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1696,279889,0.727063172448838,-0.040315176804875,,,icd_first_occurrence-131652-both_sexes--
SHBG,30830,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,243925,,0.727779818060614,0.00282452967474666,,,continuous-30830-both_sexes--irnt
Arm fat-free mass (left),23125,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276584,,0.727868386353131,-0.00192997072780025,,,continuous-23125-both_sexes--irnt
Ezetimibe,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1617,279926,0.728139797647991,-0.0404259831697962,,,categorical-20003-both_sexes-1141192736-
Retinal operation/vitrectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1697,279846,0.728660271514331,-0.0403361263887678,,,categorical-20004-both_sexes-1437-
Weighted-mean OD in tract anterior thalamic radiation (left),25679,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.729497453300663,0.0146237497671214,,,continuous-25679-both_sexes--irnt
Mouth/salivary gland surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1668,279875,0.729977629369611,-0.0402991469739436,,,categorical-20004-both_sexes-1130-
M71 Other bursopathies,131948,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,1811,279774,0.73064616452222,-0.0403044868762163,,,icd_first_occurrence-131948-both_sexes--
Mean L2 in superior fronto-occipital fasciculus on FA skeleton (right),25290,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.731353469196622,0.00794919144728107,,,continuous-25290-both_sexes--irnt
J00 Acute nasopharyngitis [common cold],131424,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,3093,278492,0.731456081154809,0.0216056247737436,,,icd_first_occurrence-131424-both_sexes--
Mean L1 in fornix on FA skeleton,25205,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.731586529257482,0.0126307346257955,,,continuous-25205-both_sexes--irnt
"J38 Diseases of vocal cords and larynx, not elsewhere classified",131480,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,1726,279859,0.732520971594606,-0.0403138236615608,,,icd_first_occurrence-131480-both_sexes--
Mean ICVF in cingulum cingulate gyrus on FA skeleton (right),25378,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.733497017624257,-0.0140734304499784,,,continuous-25378-both_sexes--irnt
Volume of grey matter in Ventral Striatum (right),25891,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.733580499319424,0.0101325197865669,,,continuous-25891-both_sexes--irnt
N19 Unspecified renal failure,132034,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,1633,279952,0.733965862308177,-0.040361178303125,,,icd_first_occurrence-132034-both_sexes--
Stomach surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1613,279930,0.734416064684633,-0.0403253835005828,,,categorical-20004-both_sexes-1448-
Weight change during worst episode of depression,20536,categorical,,Online follow-up > Mental health > Depression,,2829,42089,0.735640431180268,-0.0428302156575387,,,categorical-20536-both_sexes-3-
Osteoporosis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,4556,276987,0.736021367323989,0.0167607678468071,,,categorical-20002-both_sexes-1309-
"Volume of grey matter in Cingulate Gyrus, anterior division (right)",25839,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.736265067725156,0.0142101015875587,,,continuous-25839-both_sexes--irnt
I50 Heart failure,131354,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,5395,276190,0.736536905457663,0.0207065082611852,,,icd_first_occurrence-131354-both_sexes--
Mean ISOVF in external capsule on FA skeleton (left),25473,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.736703481887399,0.0143615782762269,,,continuous-25473-both_sexes--irnt
Volume of amygdala (left),25021,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.737061274453453,0.0135105017078388,,,continuous-25021-both_sexes--irnt
Weighted-mean ISOVF in tract posterior thalamic radiation (left),25723,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.737534871794127,-0.0139878544355845,,,continuous-25723-both_sexes--irnt
Alcohol,100022,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.73759394018207,0.00597094733804566,,,continuous-100022-both_sexes--
Becotide 50 inhaler,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1688,279855,0.738059653279983,-0.0403169763598624,,,categorical-20003-both_sexes-1140862382-
Chronic sinusitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1787,279756,0.738114292790657,-0.0402881784627342,,,categorical-20002-both_sexes-1416-
F10 Mental and behavioural disorders due to use of alcohol,130854,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,5462,276123,0.738733114641407,0.0150573742258905,,,icd_first_occurrence-130854-both_sexes--
Propranolol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1824,279719,0.738954582425795,-0.0403147580654252,,,categorical-20003-both_sexes-1140879842-
X72.4 Delivery of subsequent element of cycle of chemotherapy for neoplasm,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1841,279745,0.739123337343384,-0.0403469729596233,,,categorical-41200-both_sexes-X724-
Mean OD in retrolenticular part of internal capsule on FA skeleton (right),25412,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.739265387231618,-0.014374683036281,,,continuous-25412-both_sexes--irnt
"E87 Other disorders of fluid, electrolyte and acid-base balance",130828,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,6364,275221,0.739642544461233,0.0158264643613276,,,icd_first_occurrence-130828-both_sexes--
H20.2 Fibreoptic endoscopic cauterisation of lesion of colon,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1730,279856,0.739649798119717,-0.0403593092284809,,,categorical-41200-both_sexes-H202-
Bladder surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1816,279727,0.739774563862255,-0.0403471089199953,,,categorical-20004-both_sexes-1427-
Back pain,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1613,279930,0.739877581678369,-0.0403058776958009,,,categorical-20002-both_sexes-1534-
L25 Unspecified contact dermatitis,131730,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,1820,279765,0.740789736333362,-0.0403054467240382,,,icd_first_occurrence-131730-both_sexes--
Y71.3 Revisional operations NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1601,279985,0.741481687945866,-0.0402783385706671,,,categorical-41210-both_sexes-Y713-
X70.2 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 2,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1827,279759,0.741909007256135,-0.0403561328921464,,,categorical-41200-both_sexes-X702-
Adenoid surgery / adenoidectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1667,279876,0.742425483260805,-0.0403268984683401,,,categorical-20004-both_sexes-1562-
Mean OD in superior longitudinal fasciculus on FA skeleton (left),25433,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.742947449646991,0.0143643349978001,,,continuous-25433-both_sexes--irnt
Volume of grey matter in Angular Gyrus (left),25822,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.743456520774529,-0.0141085617474165,,,continuous-25822-both_sexes--irnt
Weighted-mean OD in tract inferior longitudinal fasciculus (right),25692,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.743596313291218,0.0139401903651536,,,continuous-25692-both_sexes--irnt
Mean ISOVF in posterior thalamic radiation on FA skeleton (left),25469,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.74416651754562,0.0126332242135992,,,continuous-25469-both_sexes--irnt
Volume of grey matter in Intracalcarine Cortex (right),25829,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.744398469915075,-0.00673844571854265,,,continuous-25829-both_sexes--irnt
Z28.8 Specified large intestine NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1980,279606,0.744401512717767,-0.0403371955975733,,,categorical-41210-both_sexes-Z288-
H40 Glaucoma,131186,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,8243,273342,0.744482421225042,-0.0180827553453217,,,icd_first_occurrence-131186-both_sexes--
Mean ICVF in posterior limb of internal capsule on FA skeleton (left),25363,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.744647044440358,0.000373062797845504,,,continuous-25363-both_sexes--irnt
F40 Phobic anxiety disorders,130904,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,1753,279832,0.745050031047553,-0.0403284912728454,,,icd_first_occurrence-130904-both_sexes--
Total protein,30860,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,245982,,0.74522949067417,0.00273238390901768,,,continuous-30860-both_sexes--irnt
O63 Long labour,132250,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,1373,151974,0.745476506223126,-0.0422923159391795,,,icd_first_occurrence-132250-both_sexes--
S06.9 Unspecified other excision of lesion of skin,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1633,279953,0.745722939286386,-0.0402876299698257,,,categorical-41210-both_sexes-S069-
J30 Vasomotor and allergic rhinitis,131464,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,27383,254202,0.745732943141026,-0.00999436256252391,,,icd_first_occurrence-131464-both_sexes--
N97 Female infertility,132156,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,2236,151111,0.745970592932991,-0.0408828209168643,,,icd_first_occurrence-132156-both_sexes--
U05.2 Magnetic resonance imaging of head,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1453,280133,0.746146856156872,-0.0402972710026362,,,categorical-41210-both_sexes-U052-
Migraine,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,8216,273327,0.746224279630533,-0.0152349270093479,,,categorical-20002-both_sexes-1265-
Hayfever/allergic rhinitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,15953,265590,0.746393561314966,0.000407863403682657,,,categorical-20002-both_sexes-1387-
Carotene,100019,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.747496932526198,0.00198273635661252,,,continuous-100019-both_sexes--irnt
M41 Scoliosis,131906,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,1675,279910,0.747914754830158,-0.0403702987828443,,,icd_first_occurrence-131906-both_sexes--
M42.1 Endoscopic resection of lesion of bladder,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1312,280274,0.747979522611736,-0.0404768894918092,,,categorical-41200-both_sexes-M421-
Birth weight,20022,continuous,,UK Biobank Assessment Centre > Verbal interview > Early life factors,,160344,,0.748214562952927,0.00373346767273157,,,continuous-20022-both_sexes--irnt
T72.3 Release of constriction of sheath of tendon,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1713,279873,0.748812649048135,-0.040306612839757,,,categorical-41200-both_sexes-T723-
Volume of grey matter in I-IV Cerebellum (right),25894,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.749143718110544,-0.013417087596448,,,continuous-25894-both_sexes--irnt
Mean L2 in fornix cres+stria terminalis on FA skeleton (right),25286,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.749225194190195,0.012292444246244,,,continuous-25286-both_sexes--irnt
Volume of grey matter in Precuneous Cortex (right),25843,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.750169510447993,-0.0128765345931496,,,continuous-25843-both_sexes--irnt
O04 Medical abortion,132170,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,2311,151036,0.750363044574624,-0.0408609342008512,,,icd_first_occurrence-132170-both_sexes--
H51.1 Haemorrhoidectomy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1593,279993,0.750409821556439,-0.0402775813320798,,,categorical-41200-both_sexes-H511-
G45.9 Unspecified diagnostic fibreoptic endoscopic examination of upper gastrointestinal tract,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,19994,261592,0.750840694133337,-0.0118955305086143,,,categorical-41200-both_sexes-G459-
Weighted-mean L1 in tract corticospinal tract (left),25577,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.750868829535829,-0.0137547264158867,,,continuous-25577-both_sexes--irnt
Prednisolone,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1642,279901,0.751046245019789,-0.0403059897612175,,,categorical-20003-both_sexes-1140874930-
Lower limb surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1282,280261,0.751132130178367,-0.0402970647496023,,,categorical-20004-both_sexes-1495-
Peripheral pulse pressure during PWA,12676,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,17181,,0.751251376320971,0.0133147211427154,,,continuous-12676-both_sexes--irnt
D51 Vitamin b12 deficiency anaemia,130624,icd_first_occurrence,,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",,1806,279779,0.75165945511927,-0.0403273084939715,,,icd_first_occurrence-130624-both_sexes--
Adcal-d3 1.5g/10micrograms chewable tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1957,279586,0.751921073734154,-0.0407013294795759,,,categorical-20003-both_sexes-1141164828-
N30 Cystitis,132054,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,10129,271456,0.751967655926841,-0.0182375966059019,,,icd_first_occurrence-132054-both_sexes--
Total sugars,100008,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.752396952258352,0.00680619984368602,,,continuous-100008-both_sexes--irnt
Mean MO in corticospinal tract on FA skeleton (right),25158,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.753750840920938,0.0136383328059331,,,continuous-25158-both_sexes--irnt
Glaucoma,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2899,278644,0.754313631115435,0.0225620328815819,,,categorical-20002-both_sexes-1277-
N89 Other noninflammatory disorders of vagina,132140,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,7168,146179,0.754419383329548,-0.00412340628950908,,,icd_first_occurrence-132140-both_sexes--
B28.3 Excision of lesion of breast NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2375,150973,0.754730447251345,-0.0406055743116984,,,categorical-41200-both_sexes-B283-
Eosinophill count,30150,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273110,,0.754908287182502,0.00282291953278849,,,continuous-30150-both_sexes--irnt
Volume of pallidum (right),25018,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.754960166695059,0.00140923391810304,,,continuous-25018-both_sexes--irnt
Leg predicted mass (right),23114,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276681,,0.755034849341976,-0.00029947070730922,,,continuous-23114-both_sexes--irnt
Calcium,30680,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,246181,,0.755123559061426,-0.00293683996764842,,,continuous-30680-both_sexes--irnt
H01.2 Emergency excision of abnormal appendix NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1413,280173,0.755485315989842,-0.0402776911232553,,,categorical-41200-both_sexes-H012-
H54 Blindness and low vision,131212,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,1412,280173,0.756163064156941,-0.040296399523204,,,icd_first_occurrence-131212-both_sexes--
E08.1 Polypectomy of internal nose,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1450,280136,0.756488647037325,-0.0403149951189357,,,categorical-41200-both_sexes-E081-
I86 Varicose veins of other sites,131408,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1136,280449,0.757000345694483,-0.0403387814559654,,,icd_first_occurrence-131408-both_sexes--
Ventolin 100micrograms inhaler,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,8046,273497,0.757268966539905,-0.0177377532794762,,,categorical-20003-both_sexes-1140861998-
G50 Disorders of trigeminal nerve,131062,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,1736,279849,0.757556228952796,-0.0403211336393456,,,icd_first_occurrence-131062-both_sexes--
Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (right),25482,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.758332154355119,0.0133756045159268,,,continuous-25482-both_sexes--irnt
Ginkgo forte tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1617,279926,0.758414856389119,-0.0403374522421829,,,categorical-20003-both_sexes-1140911734-
Alcohol drinker status,20117,categorical,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,,9028,272130,0.759254901742169,-0.0178010918045823,,,categorical-20117-both_sexes-0-
