Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
H60 Otitis externa,131222,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,12540,269045,0.768861984332761,-0.00698590091553604,,,icd_first_occurrence-131222-both_sexes--
Hand grip strength (right),47,continuous,,UK Biobank Assessment Centre > Physical measures > Hand grip strength,,280393,,0.769109891265818,-0.000450262665994274,,,continuous-47-both_sexes--irnt
Mean L3 in posterior limb of internal capsule on FA skeleton (left),25315,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.769191933421524,0.0058490706278682,,,continuous-25315-both_sexes--irnt
Upper limb surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1448,280095,0.769317847376937,-0.010494112652194,,,categorical-20004-both_sexes-1498-
Mean L3 in fornix cres+stria terminalis on FA skeleton (left),25335,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.769534371207922,0.0054102290752243,,,continuous-25335-both_sexes--irnt
Weight change during worst episode of depression,20536,categorical,,Online follow-up > Mental health > Depression,,16167,28751,0.769587866784104,0.00403970301522253,,,categorical-20536-both_sexes-2-
Mean ICVF in corticospinal tract on FA skeleton (right),25350,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.769760464456029,0.0046230458013042,,,continuous-25350-both_sexes--irnt
Psoriasis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,3135,278408,0.769955411524245,-0.0137084858695725,,,categorical-20002-both_sexes-1453-
Beconase 50micrograms nasal spray,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1862,279681,0.770637107868568,-0.0170367256483203,,,categorical-20003-both_sexes-1140876136-
Mean MD in fornix on FA skeleton,25109,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.771741948164668,-0.000805514278147831,,,continuous-25109-both_sexes--irnt
Weighted-mean ICVF in tract forceps major,25660,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.772119050926164,0.00193529122258496,,,continuous-25660-both_sexes--irnt
Dilatation and curettage/d+c,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,15951,137377,0.772224625940228,0.00473385753161148,,,categorical-20004-both_sexes-1510-
Weighted-mean OD in tract acoustic radiation (left),25677,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.772290709700651,0.000792001607232283,,,continuous-25677-both_sexes--irnt
Mean L3 in cingulum cingulate gyrus on FA skeleton (right),25330,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.7723896327293,0.00576008596048531,,,continuous-25330-both_sexes--irnt
Mean ISOVF in superior longitudinal fasciculus on FA skeleton (left),25481,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.77306137156977,-0.00296068173680097,,,continuous-25481-both_sexes--irnt
Wisdom teeth surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,11050,270493,0.773355436018101,0.00420192734495161,,,categorical-20004-both_sexes-1480-
Mean MO in inferior cerebellar peduncle on FA skeleton (right),25162,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.773514339155641,-0.00559778765228772,,,continuous-25162-both_sexes--irnt
Mean L2 in retrolenticular part of internal capsule on FA skeleton (right),25268,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.773849564539458,-0.0058582168036596,,,continuous-25268-both_sexes--irnt
J00 Acute nasopharyngitis [common cold],131424,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,3093,278492,0.774465910363431,0.0132220782533541,,,icd_first_occurrence-131424-both_sexes--
M54 Dorsalgia,131928,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,39838,241747,0.774546516871516,-0.00405142946252565,,,icd_first_occurrence-131928-both_sexes--
Eye problems/disorders,6148,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Eyesight,,1747,98748,0.77530045588114,-0.0177769483952488,,,categorical-6148-both_sexes-1-
I78 Diseases of capillaries,131392,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1551,280034,0.775460612354099,-0.012276705744409,,,icd_first_occurrence-131392-both_sexes--
"M25 Other joint disorders, not elsewhere classified",131888,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,48780,232805,0.777049134728238,0.00368435910424826,,,icd_first_occurrence-131888-both_sexes--
Weighted-mean MD in tract cingulate gyrus part of cingulum (right),25520,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.777277447802809,0.0057334318535977,,,continuous-25520-both_sexes--irnt
Mean L2 in superior corona radiata on FA skeleton (right),25272,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.777608678113058,0.00569705770760059,,,continuous-25272-both_sexes--irnt
Weighted-mean ICVF in tract corticospinal tract (right),25659,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.777886024639971,-0.00578370011202478,,,continuous-25659-both_sexes--irnt
C79.5 Internal tamponade of retina using gas,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1314,280272,0.778856613851551,-0.00799276741253338,,,categorical-41210-both_sexes-C795-
Mouth/salivary gland surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1668,279875,0.778930839966757,-0.0142236893805098,,,categorical-20004-both_sexes-1130-
K45.3 Anastomosis of mammary artery to left anterior descending coronary artery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1912,279674,0.77902928860907,-0.0174933044068628,,,categorical-41200-both_sexes-K453-
Glucosamine product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,18617,262926,0.779137187675492,0.00460512477550437,,,categorical-20003-both_sexes-1141188442-
Mean MO in anterior limb of internal capsule on FA skeleton (left),25169,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.779478007788602,0.00535484056632842,,,continuous-25169-both_sexes--irnt
U20.1 Transthoracic echocardiography,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3148,278438,0.780391112287754,-0.0132973857140771,,,categorical-41210-both_sexes-U201-
Weighted-mean OD in tract superior thalamic radiation (right),25701,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.780424437189763,-0.00539235613315593,,,continuous-25701-both_sexes--irnt
K62 Other diseases of anus and rectum,131646,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,22314,259271,0.780640890894991,-0.00290602463012007,,,icd_first_occurrence-131646-both_sexes--
Retinal operation/vitrectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1697,279846,0.780892806251846,-0.0147919135394796,,,categorical-20004-both_sexes-1437-
Mean FA in superior fronto-occipital fasciculus on FA skeleton (right),25098,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.781027150747868,-0.00559948714454104,,,continuous-25098-both_sexes--irnt
Ear surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,4376,277167,0.781060123672629,-0.0111756134947594,,,categorical-20004-both_sexes-1127-
Weighted-mean L3 in tract medial lemniscus (right),25641,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.781157970665704,0.00570479794908004,,,continuous-25641-both_sexes--irnt
Mean MD in external capsule on FA skeleton (right),25136,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.781321610128254,-0.00221697743584079,,,continuous-25136-both_sexes--irnt
Volume of grey matter in VI Cerebellum (vermis),25898,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.781411233980773,-0.00537137329633767,,,continuous-25898-both_sexes--irnt
Z47.1 Skin of forehead,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1844,279742,0.781495684492634,-0.0173165556235967,,,categorical-41210-both_sexes-Z471-
Mean time to correctly identify matches,20023,continuous,,UK Biobank Assessment Centre > Cognitive function > Reaction time,,279555,,0.782135930363872,0.00126691962348907,,,continuous-20023-both_sexes--irnt
Quinine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1816,279727,0.782270701460559,-0.0173015146470507,,,categorical-20003-both_sexes-1140874420-
Mean MD in sagittal stratum on FA skeleton (right),25134,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.782659662268507,-0.00339445550112315,,,continuous-25134-both_sexes--irnt
Mean ICVF in superior longitudinal fasciculus on FA skeleton (right),25384,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.782880884073919,-0.00460531083647921,,,continuous-25384-both_sexes--irnt
J33 Nasal polyp,131470,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,4300,277285,0.783968136456366,-0.0112808559688388,,,icd_first_occurrence-131470-both_sexes--
Whole body fat-free mass,23101,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276694,,0.784274193765751,-0.000142874384282955,,,continuous-23101-both_sexes--irnt
Amlodipine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,11405,270138,0.785008426586607,-0.00713448146905037,,,categorical-20003-both_sexes-1140879802-
Y53.4 Approach to organ under fluoroscopic control,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,13808,267778,0.785143973225558,-0.000961026408739574,,,categorical-41210-both_sexes-Y534-
Weighted-mean ICVF in tract posterior thalamic radiation (left),25669,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.785701808076291,0.000122678083130691,,,continuous-25669-both_sexes--irnt
E11 Non-insulin-dependent diabetes mellitus,130708,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,17079,264506,0.786065155919876,-0.00588673404580705,,,icd_first_occurrence-130708-both_sexes--
Volume of caudate (left),25013,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.786982550626048,-0.00509576841294145,,,continuous-25013-both_sexes--irnt
"M79 Other soft tissue disorders, not elsewhere classified",131960,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,46413,235172,0.78699652171504,0.00120963125196569,,,icd_first_occurrence-131960-both_sexes--
Longest period of unenthusiasm / disinterest,5375,continuous,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,27772,,0.787610834383693,-0.00432333680404484,,,continuous-5375-both_sexes--irnt
Throat/larynx surgery (incl tracheostomy),20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1681,279862,0.787700138184382,-0.0139692554068135,,,categorical-20004-both_sexes-1129-
Mean ISOVF in fornix cres+stria terminalis on FA skeleton (left),25479,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.787799771391137,0.00536703930041149,,,continuous-25479-both_sexes--irnt
B86 Scabies,130320,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,1361,280224,0.788499688705567,-0.00871685538718416,,,icd_first_occurrence-130320-both_sexes--
Coronary artery bypass grafts (cabg),20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1930,279613,0.789055376428633,-0.0170387950466844,,,categorical-20004-both_sexes-1095-
Maximum carotid IMT (intima-medial thickness) at 210 degrees ,22678,continuous,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,18712,,0.789512451394886,-0.00268256756282339,,,continuous-22678-both_sexes--irnt
M81 Osteoporosis without pathological fracture,131964,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,9967,271618,0.789532390828751,-0.00746212520961977,,,icd_first_occurrence-131964-both_sexes--
Coronary angiogram,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1817,279726,0.790096953735214,-0.0170367877692857,,,categorical-20004-both_sexes-1514-
Valsartan,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1302,280241,0.790356596275273,-0.00755970194780855,,,categorical-20003-both_sexes-1141145660-
D51 Vitamin b12 deficiency anaemia,130624,icd_first_occurrence,,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",,1806,279779,0.790547397358929,-0.0167913789924215,,,icd_first_occurrence-130624-both_sexes--
Cataract extraction/lens implant,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,3071,278472,0.790554515224357,-0.0130277798003614,,,categorical-20004-both_sexes-1435-
Mean ISOVF in superior cerebellar peduncle on FA skeleton (left),25453,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.790859852726213,0.000801506404752957,,,continuous-25453-both_sexes--irnt
K22 Other diseases of oesophagus,131586,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,9717,271868,0.791681693618073,0.00741852055623934,,,icd_first_occurrence-131586-both_sexes--
I84 Haemorrhoids,131404,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,17624,263961,0.792473947962195,0.00556552919263281,,,icd_first_occurrence-131404-both_sexes--
Lansoprazole,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,9998,271545,0.792489803498128,-0.00725335936375719,,,categorical-20003-both_sexes-1140864752-
Y98.1 Radiology of one body area (or < 20 minutes),41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,17051,264535,0.79284916749791,-0.00153675765655434,,,categorical-41210-both_sexes-Y981-
Whole body water mass,23102,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Impedance measures,,276713,,0.793821652039372,-0.0000696527791955975,,,continuous-23102-both_sexes--irnt
Weighted-mean MD in tract parahippocampal part of cingulum (right),25522,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.793955321498473,0.00549212065123574,,,continuous-25522-both_sexes--irnt
Z81.4 Shoulder joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3053,278533,0.794021724415668,-0.0129230975258639,,,categorical-41210-both_sexes-Z814-
Mean ICVF in inferior cerebellar peduncle on FA skeleton (left),25355,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.794931831293826,0.00229894750648709,,,continuous-25355-both_sexes--irnt
Weighted-mean ISOVF in tract parahippocampal part of cingulum (left),25710,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.795604164370214,0.00541725510076493,,,continuous-25710-both_sexes--irnt
Doxazosin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3105,278438,0.795621464193319,-0.012774586160093,,,categorical-20003-both_sexes-1140879778-
Weighted-mean FA in tract middle cerebellar peduncle,25504,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.796199603010126,-0.00544885874865445,,,continuous-25504-both_sexes--irnt
Seating box height,3077,continuous,,UK Biobank Assessment Centre > Physical measures > Anthropometry > Body size measures,,280890,,0.796439146166187,-0.00537880937228336,,,continuous-3077-both_sexes--
Weighted-mean FA in tract superior thalamic radiation (right),25512,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.796517829350544,0.00221411017838001,,,continuous-25512-both_sexes--irnt
Shoulder surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,4232,277311,0.796736331027312,-0.0108061463409043,,,categorical-20004-both_sexes-1499-
Z94.1 Bilateral operation,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,16541,265045,0.796793397903722,-0.00527202281852853,,,categorical-41210-both_sexes-Z941-
Weighted-mean L2 in tract inferior longitudinal fasciculus (left),25610,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.796826763718858,-0.0025061009342606,,,continuous-25610-both_sexes--irnt
Volume of grey matter in Frontal Pole (left),25782,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.796991648747604,-0.00458197886147609,,,continuous-25782-both_sexes--irnt
F45 Somatoform disorders,130914,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,1750,279835,0.797174406844943,-0.0156961648845602,,,icd_first_occurrence-130914-both_sexes--
Mean L1 in medial lemniscus on FA skeleton (right),25208,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.797255197449742,0.00550574574005512,,,continuous-25208-both_sexes--irnt
Mean L3 in sagittal stratum on FA skeleton (right),25326,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.797340119543847,-0.00447483034616519,,,continuous-25326-both_sexes--irnt
Mean MO in anterior limb of internal capsule on FA skeleton (right),25168,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.797601527254099,0.00504412767337237,,,continuous-25168-both_sexes--irnt
Bipolar and major depression status,20126,categorical,,UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Mental health,,53407,20735,0.797674830934751,0.00170433929494723,,,categorical-20126-both_sexes-0-
Alcohol drinker status,20117,categorical,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Alcohol,,9028,272130,0.797715349054941,-0.00759644537976127,,,categorical-20117-both_sexes-0-
Weighted-mean FA in tract inferior longitudinal fasciculus (right),25503,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.798449356982396,-0.00412802564279088,,,continuous-25503-both_sexes--irnt
F40 Phobic anxiety disorders,130904,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,1753,279832,0.798656204197541,-0.0162079145286016,,,icd_first_occurrence-130904-both_sexes--
Z66.5 Lumbar vertebra,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1796,279790,0.798703253062951,-0.0161467837846218,,,categorical-41210-both_sexes-Z665-
"Volume of grey matter in Cingulate Gyrus, posterior division (right)",25841,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.799247272621156,-0.00464581270906192,,,continuous-25841-both_sexes--irnt
Weighted-mean MO in tract medial lemniscus (left),25559,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.799446183943403,-0.00296698069770362,,,continuous-25559-both_sexes--irnt
Testicular/scrotal operation,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1755,126460,0.800617089795194,-0.0155984378002781,,,categorical-20004-both_sexes-1216-
"Medication for cholesterol, blood pressure or diabetes",6177,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,29093,97942,0.800849618004861,-0.00300031947786581,,,categorical-6177-both_sexes-1-
Mebeverine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1427,280116,0.800868979605708,-0.0102063713409917,,,categorical-20003-both_sexes-1140879428-
Multivitamin+mineral preparations,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,3778,277765,0.803504192740681,0.00434647543867861,,,categorical-20003-both_sexes-1140876592-
"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (left)",25792,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.804707832002088,-0.00492953480291748,,,continuous-25792-both_sexes--irnt
Mean carotid IMT (intima-medial thickness) at 120 degrees ,22671,continuous,,UK Biobank Assessment Centre > Physical measures > Carotid ultrasound,,18686,,0.804881380265667,-0.00446852417863223,,,continuous-22671-both_sexes--irnt
Weighted-mean ICVF in tract medial lemniscus (right),25668,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.805385787882454,-0.00509897697796594,,,continuous-25668-both_sexes--irnt
L90 Atrophic disorders of skin,131822,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,3062,278523,0.80559100668583,-0.0122610328444015,,,icd_first_occurrence-131822-both_sexes--
Mean MO in posterior limb of internal capsule on FA skeleton (left),25171,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.806252012214277,-0.00100188993135802,,,continuous-25171-both_sexes--irnt
Volume of grey matter in VIIIa Cerebellum (vermis),25910,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.806784747806244,-0.00110694205331882,,,continuous-25910-both_sexes--irnt
Weighted-mean ICVF in tract superior longitudinal fasciculus (left),25671,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.807602083848252,-0.0051315364872277,,,continuous-25671-both_sexes--irnt
Weighted-mean ISOVF in tract medial lemniscus (left),25721,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14489,,0.807763739729371,0.00531715896306889,,,continuous-25721-both_sexes--irnt
R27.1 Episiotomy to facilitate delivery,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1597,151751,0.808036239643873,0.00523529634952687,,,categorical-41210-both_sexes-R271-
Mean FA in genu of corpus callosum on FA skeleton,25058,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.808288734927687,0.00360428190418617,,,continuous-25058-both_sexes--irnt
G50 Disorders of trigeminal nerve,131062,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,1736,279849,0.80835967337229,-0.0162525936366111,,,icd_first_occurrence-131062-both_sexes--
Volume of amygdala (right),25022,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.808521715761205,0.00244378539164826,,,continuous-25022-both_sexes--irnt
Central pulse pressure during PWA,12678,continuous,,UK Biobank Assessment Centre > Imaging > Heart MRI > Pulse wave analysis,,17181,,0.808743161378872,0.00447511709931306,,,continuous-12678-both_sexes--irnt
"Volume of grey matter in Inferior Frontal Gyrus, pars opercularis (right)",25793,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.808800758720965,-0.00439116897801064,,,continuous-25793-both_sexes--irnt
Mean L1 in uncinate fasciculus on FA skeleton (right),25244,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.808935266757479,0.00136962501589532,,,continuous-25244-both_sexes--irnt
Weighted-mean MD in tract forceps major,25525,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.809794507014691,-0.00526333916995487,,,continuous-25525-both_sexes--irnt
"Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones",6153,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,11352,141259,0.81043804814295,-0.00660374867006686,,,categorical-6153-both_sexes-4-
Total protein,30860,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,245982,,0.811153009724308,-0.000907159970119166,,,continuous-30860-both_sexes--irnt
Weighted-mean MD in tract medial lemniscus (right),25533,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.811240414238694,0.0052194721895627,,,continuous-25533-both_sexes--irnt
Type 2 diabetes,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1752,279791,0.811518589959253,-0.0161614954295761,,,categorical-20002-both_sexes-1223-
Mean ICVF in inferior cerebellar peduncle on FA skeleton (right),25354,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.811576863028744,0.0000245370420606444,,,continuous-25354-both_sexes--irnt
Mean OD in cerebral peduncle on FA skeleton (left),25407,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.811814547129146,-0.00511331907997463,,,continuous-25407-both_sexes--irnt
Volume of white matter (normalised for head size),25007,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI,,16052,,0.81187555347163,-0.00479277415972386,,,continuous-25007-both_sexes--irnt
H36 Retinal disorders in diseases classified elsewhere,131184,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,1547,280038,0.811930914801662,-0.0122037319124303,,,icd_first_occurrence-131184-both_sexes--
Mean L3 in inferior cerebellar peduncle on FA skeleton (right),25306,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.812164496435096,-0.00506558490443598,,,continuous-25306-both_sexes--irnt
Mean MD in retrolenticular part of internal capsule on FA skeleton (left),25125,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.812753999023097,-0.00430544523252833,,,continuous-25125-both_sexes--irnt
"Volume of grey matter in Superior Temporal Gyrus, anterior division (right)",25799,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.814232271776193,0.00476238128238136,,,continuous-25799-both_sexes--irnt
Y53.9 Unspecified approach to organ under image control,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,3463,278123,0.81432360697344,0.00852168448098592,,,categorical-41210-both_sexes-Y539-
Weighted-mean FA in tract superior longitudinal fasciculus (left),25509,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.814760993933551,0.0044502854088713,,,continuous-25509-both_sexes--irnt
Past tobacco smoking,1249,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,259498,,0.815631337671359,0.000462008284843962,,,continuous-1249-both_sexes--
Adenoid surgery / adenoidectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1667,279876,0.815865957341293,-0.0160400324890573,,,categorical-20004-both_sexes-1562-
I24 Other acute ischaemic heart diseases,131304,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1650,279935,0.815949426006658,0.0110462514559944,,,icd_first_occurrence-131304-both_sexes--
