Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
Y98.1 Radiology of one body area (or < 20 minutes),41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,17051,264535,0.857299445577107,-0.0137145728799177,,,categorical-41210-both_sexes-Y981-
M47.9 Unspecified urethral catheterisation of bladder,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1574,280012,0.857448878726137,-0.0406675800740178,,,categorical-41200-both_sexes-M479-
Z67.5 Lumbar intervertebral joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1888,279698,0.857928994634062,-0.040329746276975,,,categorical-41210-both_sexes-Z675-
Y20.9 Unspecified biopsy of organ NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1950,279636,0.858042124472517,-0.0403388213325484,,,categorical-41210-both_sexes-Y209-
M84 Disorders of continuity of bone,131970,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,1971,279614,0.858190285599116,-0.0403776044101992,,,icd_first_occurrence-131970-both_sexes--
Co-dydramol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1763,279780,0.858420170514085,-0.0403680381155032,,,categorical-20003-both_sexes-1140923350-
M71 Other bursopathies,131948,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,1811,279774,0.8586057368682,-0.04031613529993,,,icd_first_occurrence-131948-both_sexes--
J43 Emphysema,131490,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,1709,279876,0.858765400392414,-0.0404716555957911,,,icd_first_occurrence-131490-both_sexes--
Gastric/stomach ulcers,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1986,279557,0.859300780873547,-0.0403890424373742,,,categorical-20002-both_sexes-1142-
B28.5 Wire guided partial excision of breast,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1412,151936,0.859578643403838,-0.0404591460666964,,,categorical-41200-both_sexes-B285-
Symbicort 100/6 turbohaler,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1763,279780,0.859813917742405,-0.0403382116928038,,,categorical-20003-both_sexes-1141174520-
V55.2 Two levels of spine,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1863,279723,0.860032906982035,-0.0403330037414872,,,categorical-41210-both_sexes-V552-
K49.1 Percutaneous transluminal balloon angioplasty of one coronary artery,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1436,280150,0.860176670859483,-0.0406901901654649,,,categorical-41200-both_sexes-K491-
Beconase 50micrograms nasal spray,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1862,279681,0.860214821677087,-0.0403053001568178,,,categorical-20003-both_sexes-1140876136-
G45.1 Fibreoptic endoscopic examination of upper gastrointestinal tract and biopsy of lesion of upper gastrointestinal tract,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1983,279603,0.860891079368656,-0.0403382403219587,,,categorical-41210-both_sexes-G451-
W90.3 Injection of therapeutic substance into joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1925,279661,0.861007728418987,-0.0403516437291043,,,categorical-41210-both_sexes-W903-
I08 Multiple valve diseases,131282,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1732,279853,0.861048605102116,-0.0404416371619286,,,icd_first_occurrence-131282-both_sexes--
G62 Other polyneuropathies,131086,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,1891,279694,0.861133343120107,-0.0403559323311917,,,icd_first_occurrence-131086-both_sexes--
Q01.3 Excision of lesion of cervix uteri,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1667,151681,0.861262320860939,-0.0404514157281423,,,categorical-41200-both_sexes-Q013-
Heart valve problem/heart murmur,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1856,279687,0.861322138480191,-0.0403119810268195,,,categorical-20002-both_sexes-1078-
U35.4 Computed tomography of pulmonary arteries,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1711,279875,0.861658976569781,-0.0403396234658126,,,categorical-41200-both_sexes-U354-
I24 Other acute ischaemic heart diseases,131304,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1650,279935,0.862155763184599,-0.0405356904018646,,,icd_first_occurrence-131304-both_sexes--
Z28.8 Specified large intestine NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1980,279606,0.862180518701991,-0.0403584070651026,,,categorical-41210-both_sexes-Z288-
Z47.1 Skin of forehead,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1844,279742,0.86312267541958,-0.0403571358268316,,,categorical-41210-both_sexes-Z471-
Vitamin b compound tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1988,279555,0.863286512727528,-0.040312778418036,,,categorical-20003-both_sexes-1140871024-
Rhinoplasty / nose surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1810,279733,0.863426329120788,-0.0404300046445549,,,categorical-20004-both_sexes-1557-
T72.3 Release of constriction of sheath of tendon,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1713,279873,0.863443547278542,-0.0403243179036765,,,categorical-41200-both_sexes-T723-
F33 Recurrent depressive disorder,130896,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,2096,279489,0.863749884423001,-0.0403014753671699,,,icd_first_occurrence-130896-both_sexes--
Z85.6 Ankle joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1871,279715,0.863879815894241,-0.0402928806772046,,,categorical-41210-both_sexes-Z856-
Diabetes diagnosed by doctor,2443,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,13426,267293,0.864113190546558,-0.00404221577137694,,,categorical-2443-both_sexes--
Y80.4 Intravenous anaesthetic NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1359,280227,0.864170997062151,-0.0403522384593325,,,categorical-41210-both_sexes-Y804-
Ezetimibe,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1617,279926,0.864195257868633,-0.0404242164313187,,,categorical-20003-both_sexes-1141192736-
Chronic sinusitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1787,279756,0.864652717597839,-0.0402932408475794,,,categorical-20002-both_sexes-1416-
Salbutamol 100micrograms spacehaler,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1795,279748,0.864926467290818,-0.0403326571526962,,,categorical-20003-both_sexes-1140926606-
Y90.3 Scanning NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1952,279634,0.865410772891556,-0.040796374653166,,,categorical-41210-both_sexes-Y903-
Cervical spondylosis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1997,279546,0.865774397912045,-0.0403423108771736,,,categorical-20002-both_sexes-1478-
W87.9 Unspecified diagnostic endoscopic examination of knee joint,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1879,279707,0.865838672585287,-0.0403000100854268,,,categorical-41200-both_sexes-W879-
N30.3 Circumcision,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1542,126696,0.866232175115907,-0.0405180543873838,,,categorical-41200-both_sexes-N303-
K82 Other diseases of gallbladder,131678,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1821,279764,0.866311252113161,-0.0403061630778707,,,icd_first_occurrence-131678-both_sexes--
A52.1 Therapeutic lumbar epidural injection,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1716,279870,0.866433499552081,-0.0403337208138713,,,categorical-41200-both_sexes-A521-
Zinc product,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1898,279645,0.866526785611769,-0.0402928691632074,,,categorical-20003-both_sexes-1140888538-
M42.1 Endoscopic resection of lesion of bladder,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1312,280274,0.866572982239445,-0.0406234796899129,,,categorical-41200-both_sexes-M421-
T52.1 Palmar fasciectomy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1667,279919,0.86704106650717,-0.0405077771824084,,,categorical-41200-both_sexes-T521-
Becotide 50 inhaler,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1688,279855,0.867819935453144,-0.0403048592762008,,,categorical-20003-both_sexes-1140862382-
G50 Disorders of trigeminal nerve,131062,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,1736,279849,0.867879189938888,-0.0403132311133207,,,icd_first_occurrence-131062-both_sexes--
N40 Hyperplasia of prostate,132072,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,14657,113581,0.867946417419335,-0.0130232793386104,,,icd_first_occurrence-132072-both_sexes--
Eye problems/disorders,6148,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Eyesight,,1747,98748,0.867974857061865,-0.041257727480537,,,categorical-6148-both_sexes-1-
Naproxen,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1830,279713,0.868251972428575,-0.0402970614478641,,,categorical-20003-both_sexes-1140871462-
Gaviscon liquid,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1507,280036,0.868304163501478,-0.0403805787067074,,,categorical-20003-both_sexes-1140865354-
K65 Peritonitis,131652,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1696,279889,0.868662694787077,-0.0402950732488959,,,icd_first_occurrence-131652-both_sexes--
Ginkgo forte tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1617,279926,0.868842761256382,-0.0403389470229077,,,categorical-20003-both_sexes-1140911734-
Bladder problem (not cancer),20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1669,279874,0.868958963158716,-0.0403335715633925,,,categorical-20002-both_sexes-1201-
Allergy/hypersensitivity/anaphylaxis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1996,279547,0.869188392875122,-0.0402796488538038,,,categorical-20002-both_sexes-1374-
Muscle or soft tissue injuries,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2013,279530,0.869299288923451,-0.0403082584863811,,,categorical-20002-both_sexes-1406-
Prednisolone,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1642,279901,0.869309811217346,-0.0403165956177494,,,categorical-20003-both_sexes-1140874930-
Retinal operation/vitrectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1697,279846,0.869751061538194,-0.0403421892554304,,,categorical-20004-both_sexes-1437-
Propranolol,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1824,279719,0.870099350435036,-0.0402895438979121,,,categorical-20003-both_sexes-1140879842-
D51 Vitamin b12 deficiency anaemia,130624,icd_first_occurrence,,"Health-related outcomes > First occurrences > Blood, blood-forming organs and certain immune disorders",,1806,279779,0.870167064365859,-0.0403235245343194,,,icd_first_occurrence-130624-both_sexes--
N97 Female infertility,132156,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,2236,151111,0.870662549644592,-0.0408031027037978,,,icd_first_occurrence-132156-both_sexes--
L65 Other nonscarring hair loss,131782,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,1765,279820,0.870749486596896,-0.0403787930175116,,,icd_first_occurrence-131782-both_sexes--
M13 Other arthritis,131864,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,17687,263898,0.870760295668606,-0.0128984281546458,,,icd_first_occurrence-131864-both_sexes--
N19 Unspecified renal failure,132034,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,1633,279952,0.870776816249345,-0.0403611264784181,,,icd_first_occurrence-132034-both_sexes--
S47.2 Drainage of lesion of skin NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1779,279807,0.871131463784149,-0.0402812673198848,,,categorical-41200-both_sexes-S472-
Type 2 diabetes,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1752,279791,0.871394389038588,-0.0403870738586826,,,categorical-20002-both_sexes-1223-
Anal surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1679,279864,0.871449793128001,-0.040298621816852,,,categorical-20004-both_sexes-1460-
F40 Phobic anxiety disorders,130904,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,1753,279832,0.871596978436805,-0.0403102759529491,,,icd_first_occurrence-130904-both_sexes--
A52.2 Therapeutic sacral epidural injection,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1544,280042,0.872149522320224,-0.0402916925469544,,,categorical-41200-both_sexes-A522-
Pilonidal sinus surgery (anal),20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1578,279965,0.872177144103844,-0.040344221444995,,,categorical-20004-both_sexes-1484-
M45.1 Diagnostic endoscopic examination of bladder and biopsy of lesion of bladder NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1475,280111,0.872239606775,-0.0403768473671456,,,categorical-41200-both_sexes-M451-
H20.2 Fibreoptic endoscopic cauterisation of lesion of colon,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1730,279856,0.87230777970591,-0.0403823677651648,,,categorical-41200-both_sexes-H202-
Q08.9 Unspecified vaginal excision of uterus,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1437,151911,0.872427192011812,-0.0404319956481582,,,categorical-41200-both_sexes-Q089-
Elbow surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1724,279819,0.872656328921706,-0.0402787207208876,,,categorical-20004-both_sexes-1500-
B27 Infectious mononucleosis,130218,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,1990,279595,0.872780933057782,-0.0403022644297694,,,icd_first_occurrence-130218-both_sexes--
Total protein,30860,continuous,,Biological samples > Assay results > Blood assays > Blood biochemistry,,245982,,0.872808949579764,-0.00318564997250394,,,continuous-30860-both_sexes--irnt
Percutaneous/open kidney stone surgery/lithotripsy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1600,279943,0.873812258823695,-0.0403496707701486,,,categorical-20004-both_sexes-1197-
Throat/larynx surgery (incl tracheostomy),20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1681,279862,0.873876819380083,-0.0402970353828214,,,categorical-20004-both_sexes-1129-
Back pain,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1613,279930,0.874123094368067,-0.0403205324842597,,,categorical-20002-both_sexes-1534-
K07 Dentofacial anomalies [including malocclusion],131566,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1473,280112,0.874227233497137,-0.0403090449936625,,,icd_first_occurrence-131566-both_sexes--
N43 Hydrocele and spermatocele,132078,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,1267,126971,0.874996378410851,-0.0404911724390094,,,icd_first_occurrence-132078-both_sexes--
Y82.1 Local anaesthetic nerve block,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1387,280199,0.876201057814337,-0.0402761142187172,,,categorical-41210-both_sexes-Y821-
Bendrofluazide,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1459,280084,0.876293653387469,-0.040359434895751,,,categorical-20003-both_sexes-1140866122-
H36 Retinal disorders in diseases classified elsewhere,131184,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,1547,280038,0.876656925235512,-0.0403699001059986,,,icd_first_occurrence-131184-both_sexes--
Mouth/salivary gland surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1668,279875,0.876913761836235,-0.0402670830557251,,,categorical-20004-both_sexes-1130-
Laparotomy nos,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1565,279978,0.877359388910136,-0.0402777498319991,,,categorical-20004-both_sexes-1486-
Y84.8 Other specified other anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1217,280369,0.877424918654957,-0.0403507090467439,,,categorical-41210-both_sexes-Y848-
"J38 Diseases of vocal cords and larynx, not elsewhere classified",131480,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,1726,279859,0.877876980427322,-0.0402835370937911,,,icd_first_occurrence-131480-both_sexes--
H20 Iridocyclitis,131158,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,1493,280092,0.87798464760473,-0.0402657899588144,,,icd_first_occurrence-131158-both_sexes--
Y71.3 Revisional operations NOC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1601,279985,0.878410468338926,-0.0402567501058303,,,categorical-41210-both_sexes-Y713-
S06.9 Unspecified other excision of lesion of skin,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1633,279953,0.878470812641443,-0.0402737173825618,,,categorical-41210-both_sexes-S069-
Y53.3 Approach to organ under computed tomography scan control,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1554,280032,0.87851422383341,-0.0403094539105426,,,categorical-41210-both_sexes-Y533-
Other joint disorder,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1746,279797,0.87858556388493,-0.0402572246762111,,,categorical-20002-both_sexes-1467-
Eye problems/disorders,6148,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Eyesight,,1677,98818,0.878870688668322,-0.0412375471937511,,,categorical-6148-both_sexes-3-
H51.1 Haemorrhoidectomy,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1593,279993,0.879305902081044,-0.0402602256861355,,,categorical-41200-both_sexes-H511-
I78 Diseases of capillaries,131392,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1551,280034,0.879637930970502,-0.040267048532969,,,icd_first_occurrence-131392-both_sexes--
"A15 Respiratory tuberculosis, bacteriologically and histologically confirmed",130020,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,1417,280168,0.879646104114426,-0.0403263329392563,,,icd_first_occurrence-130020-both_sexes--
J93 Pneumothorax,131540,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,1556,280029,0.879739094109907,-0.0403108073613888,,,icd_first_occurrence-131540-both_sexes--
C90.1 Topical anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1470,280116,0.879819719138415,-0.0403549421784298,,,categorical-41210-both_sexes-C901-
F45 Somatoform disorders,130914,icd_first_occurrence,,Health-related outcomes > First occurrences > Mental and behavioural disorders,,1750,279835,0.880475929125713,-0.0402831401857132,,,icd_first_occurrence-130914-both_sexes--
Z86.4 Metatarsophalangeal joint of great toe,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1434,280152,0.880908659305984,-0.0403061896422983,,,categorical-41210-both_sexes-Z864-
"K50 Crohn's disease [regional enteritis]",131626,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1594,279991,0.881382411870559,-0.0402448032620677,,,icd_first_occurrence-131626-both_sexes--
"E89 Postprocedural endocrine and metabolic disorders, not elsewhere classified",130832,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,1260,280325,0.881532705275715,-0.0403028844402133,,,icd_first_occurrence-130832-both_sexes--
B98 Other specified infectious agents as the cause of diseases classified to other chapters,130342,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,1895,279690,0.881543998062484,-0.0402976130428072,,,icd_first_occurrence-130342-both_sexes--
M47.8 Other specified urethral catheterisation of bladder,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1460,280126,0.881963696329414,-0.040303516154896,,,categorical-41200-both_sexes-M478-
Mental health problems ever diagnosed by a professional,20544,categorical,,Online follow-up > Mental health > Mental distress,,1136,91938,0.881985935729292,-0.0407158797155967,,,categorical-20544-both_sexes-1-
Endometrial ablation,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1424,151904,0.88205322540066,-0.0404233077269794,,,categorical-20004-both_sexes-1360-
Cruciate ligament surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1450,280093,0.882269349978764,-0.0403726253914414,,,categorical-20004-both_sexes-1502-
Methotrexate,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1520,280023,0.883045821271477,-0.0402737476869246,,,categorical-20003-both_sexes-1140869848-
J02 Acute pharyngitis,131428,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,13771,267814,0.883332610734886,-0.00109386757853716,,,icd_first_occurrence-131428-both_sexes--
Stomach surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1613,279930,0.883532721963298,-0.0403310726907322,,,categorical-20004-both_sexes-1448-
Tuberculosis (tb),20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1356,280187,0.883726885607177,-0.0403175797149599,,,categorical-20002-both_sexes-1440-
Ulcerative colitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1486,280057,0.883819359544544,-0.0402408149394716,,,categorical-20002-both_sexes-1463-
U05.2 Magnetic resonance imaging of head,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1453,280133,0.883834726300357,-0.0402696410147482,,,categorical-41210-both_sexes-U052-
B06 Rubella [german measles],130186,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,1963,279622,0.884129836343881,-0.040254958829075,,,icd_first_occurrence-130186-both_sexes--
M18 Arthrosis of first carpometacarpal joint,131874,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,1204,280381,0.884430123500546,-0.0403185291466965,,,icd_first_occurrence-131874-both_sexes--
Pravastatin,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1330,280213,0.884478588494947,-0.040364037787631,,,categorical-20003-both_sexes-1140888648-
C79.5 Internal tamponade of retina using gas,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1314,280272,0.884981630180357,-0.0402758404901045,,,categorical-41210-both_sexes-C795-
O04 Medical abortion,132170,icd_first_occurrence,,"Health-related outcomes > First occurrences > Pregnancy, childbirth and the puerperium",,2311,151036,0.88577922949287,-0.040486208279557,,,icd_first_occurrence-132170-both_sexes--
H54 Blindness and low vision,131212,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,1412,280173,0.885849583330347,-0.0402875843474692,,,icd_first_occurrence-131212-both_sexes--
Mebeverine,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1427,280116,0.886810163122311,-0.0402682068799359,,,categorical-20003-both_sexes-1140879428-
V55.3 Greater than two levels of spine,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1338,280248,0.887054760057681,-0.0402618565454035,,,categorical-41210-both_sexes-V553-
Y81.1 Epidural anaesthetic using lumbar approach,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2254,279332,0.887742981506972,-0.0408379853685143,,,categorical-41210-both_sexes-Y811-
Fracture lower leg / ankle,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1283,280260,0.887785978575475,-0.0404181551702491,,,categorical-20002-both_sexes-1651-
E14 Unspecified diabetes mellitus,130714,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,12379,269206,0.888038556079127,-0.00255907191842981,,,icd_first_occurrence-130714-both_sexes--
Heart arrhythmia,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,1492,280051,0.88808960737926,-0.0402593654412098,,,categorical-20002-both_sexes-1077-
G81 Hemiplegia,131102,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,1403,280182,0.888114440564771,-0.0402849174676623,,,icd_first_occurrence-131102-both_sexes--
H18 Other disorders of cornea,131154,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,1331,280254,0.888604150986351,-0.0402515838362458,,,icd_first_occurrence-131154-both_sexes--
T43.9 Unspecified diagnostic endoscopic examination of peritoneum,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1952,151396,0.888783092629512,-0.0406587728390983,,,categorical-41200-both_sexes-T439-
H68 Eustachian salpingitis and obstruction,131234,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,1481,280104,0.888896646591087,-0.0402408015958459,,,icd_first_occurrence-131234-both_sexes--
M94 Other disorders of cartilage,131990,icd_first_occurrence,,Health-related outcomes > First occurrences > Musculoskeletal system and connective tissue disorders,,1372,280213,0.889135396467636,-0.0402300457808866,,,icd_first_occurrence-131990-both_sexes--
Y58.8 Other specified harvest of skin for graft,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1236,280350,0.889606229526432,-0.0402879304398014,,,categorical-41210-both_sexes-Y588-
Nasonex 0.05% aqueous nasal spray,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1437,280106,0.889639070805983,-0.0402269105130946,,,categorical-20003-both_sexes-1141150944-
E08.1 Polypectomy of internal nose,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1450,280136,0.889907472082406,-0.0402914815917754,,,categorical-41200-both_sexes-E081-
H01.2 Emergency excision of abnormal appendix NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1413,280173,0.890658785985474,-0.0402411239755651,,,categorical-41200-both_sexes-H012-
M47.3 Removal of urethral catheter from bladder,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1162,280424,0.890943559849562,-0.0403806611980615,,,categorical-41210-both_sexes-M473-
Z27.3 Pylorus,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1422,280164,0.891154187077776,-0.0402442737606683,,,categorical-41210-both_sexes-Z273-
I42 Cardiomyopathy,131338,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1273,280312,0.892032192634275,-0.0402701007181261,,,icd_first_occurrence-131338-both_sexes--
Z50.2 Skin of hand,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1343,280243,0.892232101927036,-0.0402557088964133,,,categorical-41210-both_sexes-Z502-
I77 Other disorders of arteries and arterioles,131390,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,1325,280260,0.892307988132741,-0.0403177782748952,,,icd_first_occurrence-131390-both_sexes--
X33.9 Unspecified other blood transfusion,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1333,280253,0.893076413871497,-0.0402679346725323,,,categorical-41200-both_sexes-X339-
G35 Multiple sclerosis,131042,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,1343,280242,0.893811425201611,-0.0402425700636913,,,icd_first_occurrence-131042-both_sexes--
Z67.6 Lumbosacral joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1269,280317,0.894435504879257,-0.0402321399333904,,,categorical-41210-both_sexes-Z676-
K80 Cholelithiasis,131674,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,15687,265898,0.895036487519754,-0.007575588642938,,,icd_first_occurrence-131674-both_sexes--
K52 Other non-infective gastro-enteritis and colitis,131630,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,13939,267646,0.895151296443044,-0.00481973468246155,,,icd_first_occurrence-131630-both_sexes--
