Description,Phenotype,Trait type,Sex,Category,Info,N cases,N controls,P-Value (SKAT-O),Beta,Select,,analysis_id
Haemoglobin concentration,30020,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273542,,0.85041624323669,0.00104896625087051,,,continuous-30020-both_sexes--irnt
Weighted-mean L3 in tract middle cerebellar peduncle,25639,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.850590072195886,-0.0047659474079631,,,continuous-25639-both_sexes--irnt
Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (right),25460,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.850935448600542,-0.00358579519682071,,,continuous-25460-both_sexes--irnt
H50 Other strabismus,131204,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,1350,280235,0.851050447484029,0.005435873755025,,,icd_first_occurrence-131204-both_sexes--
"Volume of grey matter in Lateral Occipital Cortex, superior division (right)",25825,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.852445391200348,0.00443169921933628,,,continuous-25825-both_sexes--irnt
Mean MD in superior cerebellar peduncle on FA skeleton (left),25117,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.852554970367378,-0.00359423029226379,,,continuous-25117-both_sexes--irnt
Volume of grey matter in I-IV Cerebellum (right),25894,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.85290315376363,0.00450890859620531,,,continuous-25894-both_sexes--irnt
Y81.9 Unspecified spinal anaesthetic,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2375,279211,0.853542607521684,-0.014560505109167,,,categorical-41210-both_sexes-Y819-
Z47.1 Skin of forehead,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1844,279742,0.853665655736458,-0.00896508235190271,,,categorical-41210-both_sexes-Z471-
K21 Gastro-oesophageal reflux disease,131584,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,34603,246982,0.853925748159961,-0.0039938611251615,,,icd_first_occurrence-131584-both_sexes--
Foot surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,5519,276024,0.854673590514,-0.00694843942449322,,,categorical-20004-both_sexes-1494-
P23.2 Anterior colporrhaphy NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2368,150980,0.854792847803607,-0.0108187676318956,,,categorical-41200-both_sexes-P232-
Volume of peripheral cortical grey matter,25002,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI,,16052,,0.855099517757854,0.0038459280190156,,,continuous-25002-both_sexes--irnt
Irbesartan,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1991,279552,0.855851609895422,-0.0134483370341454,,,categorical-20003-both_sexes-1141152998-
Bronchitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2061,279482,0.856273463866281,-0.0107418054176404,,,categorical-20002-both_sexes-1412-
Y53.3 Approach to organ under computed tomography scan control,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1554,280032,0.857297357789135,-0.00263709245105834,,,categorical-41210-both_sexes-Y533-
Mastectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2800,150528,0.859111794504325,0.00768050567163946,,,categorical-20004-both_sexes-1368-
Mean L1 in inferior cerebellar peduncle on FA skeleton (right),25210,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.859938302702426,-0.00458586232137468,,,continuous-25210-both_sexes--irnt
Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (right),25386,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.85998170549614,0.000136845183546366,,,continuous-25386-both_sexes--irnt
L72 Follicular cysts of skin and subcutaneous tissue,131794,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,8322,273263,0.860055114759594,0.00244396036238171,,,icd_first_occurrence-131794-both_sexes--
N76 Other inflammation of vagina and vulva,132118,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,2784,150563,0.860738049026983,-0.0143836951209731,,,icd_first_occurrence-132118-both_sexes--
"Blood clot, DVT, bronchitis, emphysema, asthma, rhinitis, eczema, allergy diagnosed by doctor",6152,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,5730,275269,0.860867726811978,0.000916411335202608,,,categorical-6152-both_sexes-5-
"Volume of grey matter in Temporal Fusiform Cortex, posterior division (right)",25857,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.861511906413375,0.00199166974113501,,,continuous-25857-both_sexes--irnt
Mean ISOVF in inferior cerebellar peduncle on FA skeleton (right),25450,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.861564761997722,0.00459923090774624,,,continuous-25450-both_sexes--irnt
"Medication for pain relief, constipation, heartburn",6154,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medication,,5298,273213,0.861758523367687,-0.00724895435387908,,,categorical-6154-both_sexes-4-
Bilateral oophorectomy,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,12030,141298,0.861792766724284,-0.00257639779045298,,,categorical-20004-both_sexes-1355-
K11 Diseases of salivary glands,131574,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,1856,279729,0.863492550428718,-0.00686492164412806,,,icd_first_occurrence-131574-both_sexes--
Sleeping too much,20534,categorical,,Online follow-up > Mental health > Depression,,7490,28718,0.864461869085767,-0.00749737220022132,,,categorical-20534-both_sexes--
Age stopped smoking,2897,continuous,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,69003,,0.864844483458693,0.00232076412517379,,,continuous-2897-both_sexes--irnt
Coronary artery bypass grafts (cabg),20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1930,279613,0.864882971905828,-0.0140375043350311,,,categorical-20004-both_sexes-1095-
Naproxen,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1830,279713,0.865239894197941,-0.00783842458365125,,,categorical-20003-both_sexes-1140871462-
Z28.5 Descending colon,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6798,274788,0.866729382591519,0.00269684370656234,,,categorical-41210-both_sexes-Z285-
Smoking status,20116,categorical,,UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Smoking,,151556,128838,0.867797331817834,0.000632116134431059,,,categorical-20116-both_sexes-0-
Volume of grey matter in Supracalcarine Cortex (left),25874,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.868264013807639,0.00425364760078312,,,continuous-25874-both_sexes--irnt
"Mean tfMRI head motion, averaged across space and time points",25742,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Task functional brain MRI,,14078,,0.869400838703598,-0.0029850830719177,,,continuous-25742-both_sexes--irnt
Platelet count,30080,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273542,,0.86954681433186,-0.00123953271621826,,,continuous-30080-both_sexes--irnt
Q22.1 Bilateral salpingoophorectomy,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5443,147905,0.869815022393233,0.00937698541590652,,,categorical-41210-both_sexes-Q221-
B06 Rubella [german measles],130186,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,1963,279622,0.869967699683208,-0.00650710174884257,,,icd_first_occurrence-130186-both_sexes--
Weighted-mean L2 in tract posterior thalamic radiation (right),25616,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.870409789335202,-0.00416621081664435,,,continuous-25616-both_sexes--irnt
Weighted-mean L1 in tract middle cerebellar peduncle,25585,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.870536984686966,-0.00430361970867463,,,continuous-25585-both_sexes--irnt
B28.3 Excision of lesion of breast NEC,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2375,150973,0.870828633479616,-0.011589771184683,,,categorical-41200-both_sexes-B283-
Mean ISOVF in corticospinal tract on FA skeleton (right),25446,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.87207257358473,0.000705952593730322,,,continuous-25446-both_sexes--irnt
S06.9 Unspecified other excision of lesion of skin,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1633,279953,0.872077454592375,-0.00301784831325569,,,categorical-41210-both_sexes-S069-
"N47 Redundant prepuce, phimosis and paraphimosis",132086,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,1887,126351,0.872704024997587,-0.0110396200654947,,,icd_first_occurrence-132086-both_sexes--
E16 Other disorders of pancreatic internal secretion,130718,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,1602,279983,0.873605995104434,-0.00452371170681728,,,icd_first_occurrence-130718-both_sexes--
Y90.3 Scanning NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1952,279634,0.873666834340643,-0.00846211610372033,,,categorical-41210-both_sexes-Y903-
Mean FA in retrolenticular part of internal capsule on FA skeleton (right),25076,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.874447136858915,0.00436271809744808,,,continuous-25076-both_sexes--irnt
Epilepsy,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2263,279280,0.874476772702629,-0.0133824474220583,,,categorical-20002-both_sexes-1264-
Mean L1 in pontine crossing tract on FA skeleton,25201,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.87452186724111,0.00204027548382542,,,continuous-25201-both_sexes--irnt
Volume of grey matter in Planum Polare (left),25868,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.875260347669202,0.0015187277257673,,,continuous-25868-both_sexes--irnt
Malignant melanoma,20001,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2129,279414,0.875791992347271,-0.0110570935698175,,,categorical-20001-both_sexes-1059-
A52.1 Therapeutic lumbar epidural injection,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1716,279870,0.875918184113053,-0.00700194799501235,,,categorical-41200-both_sexes-A521-
Mean L1 in genu of corpus callosum on FA skeleton,25202,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.87623714067129,0.00410392889208876,,,continuous-25202-both_sexes--irnt
Platelet crit,30090,continuous,,Biological samples > Assay results > Blood assays > Blood count,,273539,,0.876846576954436,-0.000506753487667759,,,continuous-30090-both_sexes--irnt
Hiatus hernia,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,6508,275035,0.877141300192187,0.00303901268582026,,,categorical-20002-both_sexes-1474-
G50 Disorders of trigeminal nerve,131062,icd_first_occurrence,,Health-related outcomes > First occurrences > Nervous system disorders,,1736,279849,0.877252478651788,-0.00475106171442142,,,icd_first_occurrence-131062-both_sexes--
Mean FA in pontine crossing tract on FA skeleton,25057,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.877791235044657,0.00297005359669715,,,continuous-25057-both_sexes--irnt
Mean L2 in inferior cerebellar peduncle on FA skeleton (left),25259,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.879202499939642,-0.00285852168439356,,,continuous-25259-both_sexes--irnt
G45.9 Unspecified diagnostic fibreoptic endoscopic examination of upper gastrointestinal tract,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,19994,261592,0.880704929883709,-0.00306433583478487,,,categorical-41200-both_sexes-G459-
"Forced expiratory volume in 1-second (FEV1), predicted percentage",20154,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,84144,,0.880859775822707,0.0021463086659262,,,continuous-20154-both_sexes--irnt
"Volume of grey matter in Middle Temporal Gyrus, anterior division (left)",25802,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.881434047149045,-0.000341857315442633,,,continuous-25802-both_sexes--irnt
Beconase 50micrograms nasal spray,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1862,279681,0.881497783592853,-0.00603914658333839,,,categorical-20003-both_sexes-1140876136-
Age at menopause (last menstrual period),3581,continuous,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,87324,,0.882701917162929,0.00207676789220444,,,continuous-3581-both_sexes--irnt
Tonsiltis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2262,279281,0.883712781452141,-0.0125895285237754,,,categorical-20002-both_sexes-1598-
QRS duration,12340,continuous,,"UK Biobank Assessment Centre > Physical measures > ECG at rest, 12-lead",,18166,,0.883949070189612,-0.00386763799821187,,,continuous-12340-both_sexes--irnt
N17 Acute renal failure,132030,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,5015,276570,0.884179586077428,-0.00822495912306524,,,icd_first_occurrence-132030-both_sexes--
Stomach surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,1613,279930,0.885333660290092,-0.0042208237033743,,,categorical-20004-both_sexes-1448-
I49 Other cardiac arrhythmias,131352,icd_first_occurrence,,Health-related outcomes > First occurrences > Circulatory system disorders,,5189,276396,0.886086004331309,-0.00698205069167624,,,icd_first_occurrence-131352-both_sexes--
S06.8 Other specified other excision of lesion of skin,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2265,279321,0.886735292355374,-0.0124627156587024,,,categorical-41200-both_sexes-S068-
"Volume of grey matter in Inferior Temporal Gyrus, anterior division (left)",25808,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.886824607995948,0.00132446228839746,,,continuous-25808-both_sexes--irnt
Lipitor 10mg tablet,20003,categorical,,UK Biobank Assessment Centre > Verbal interview > Medications,,1953,279590,0.887437200037736,-0.0127661942413972,,,categorical-20003-both_sexes-1141146138-
Age at hysterectomy,2824,continuous,,UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Female-specific factors,,28384,,0.887556748241148,-0.00328440062909273,,,continuous-2824-both_sexes--irnt
H68 Eustachian salpingitis and obstruction,131234,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,1481,280104,0.887692399521354,0.00471776134268177,,,icd_first_occurrence-131234-both_sexes--
N73 Other female pelvic inflammatory diseases,132112,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,2589,150758,0.887924172961684,-0.0123608190696376,,,icd_first_occurrence-132112-both_sexes--
Volume of grey matter in Frontal Orbital Cortex (left),25846,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.889570968482139,-0.00349671031782916,,,continuous-25846-both_sexes--irnt
Mean L3 in cingulum hippocampus on FA skeleton (right),25332,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.889672559465649,-0.00399589874427487,,,continuous-25332-both_sexes--irnt
E78 Disorders of lipoprotein metabolism and other lipidaemias,130814,icd_first_occurrence,,"Health-related outcomes > First occurrences > Endocrine, nutritional and metabolic diseases",,57849,223736,0.889821318710773,0.00282701635880489,,,icd_first_occurrence-130814-both_sexes--
Mean L1 in anterior corona radiata on FA skeleton (left),25223,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.891742205822274,-0.00369284889881839,,,continuous-25223-both_sexes--irnt
Mean OD in cingulum hippocampus on FA skeleton (left),25429,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.892429062118819,-0.00273224822396999,,,continuous-25429-both_sexes--irnt
Mean L2 in superior fronto-occipital fasciculus on FA skeleton (left),25291,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.894122710010481,-0.00318385719356774,,,continuous-25291-both_sexes--irnt
N81 Female genital prolapse,132124,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,10307,143040,0.896035622564895,-0.0016144416081311,,,icd_first_occurrence-132124-both_sexes--
Z92.6 Abdomen NEC,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,6913,274673,0.896681984679089,-0.00671744583101223,,,categorical-41210-both_sexes-Z926-
Volume of grey matter in Subcallosal Cortex (right),25835,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.896737646022743,0.00344599893721707,,,continuous-25835-both_sexes--irnt
K80 Cholelithiasis,131674,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,15687,265898,0.896779478684731,-0.0047737338460664,,,icd_first_occurrence-131674-both_sexes--
Mean OD in posterior thalamic radiation on FA skeleton (left),25421,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.896952605474639,0.0019663925459573,,,continuous-25421-both_sexes--irnt
N39 Other disorders of urinary system,132070,icd_first_occurrence,,Health-related outcomes > First occurrences > Genitourinary system disorders,,25277,256308,0.898345469669374,-0.00378028103382561,,,icd_first_occurrence-132070-both_sexes--
"Volume of grey matter in Temporal Fusiform Cortex, anterior division (right)",25855,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.899643331366112,-0.0011981578330672,,,continuous-25855-both_sexes--irnt
Mean MO in sagittal stratum on FA skeleton (right),25182,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.899761450128696,-0.000288749145942745,,,continuous-25182-both_sexes--irnt
Mean MO in posterior thalamic radiation on FA skeleton (left),25181,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.89992489281417,0.00373120909150259,,,continuous-25181-both_sexes--irnt
X72.3 Delivery of simple parenteral chemotherapy for neoplasm at first attendance,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,2386,279200,0.900090740137927,-0.0113321087292588,,,categorical-41210-both_sexes-X723-
Weighted-mean MD in tract parahippocampal part of cingulum (right),25522,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.90020063577304,-0.00240447246502939,,,continuous-25522-both_sexes--irnt
Mean OD in inferior cerebellar peduncle on FA skeleton (left),25403,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.900583182662487,0.00368094369362996,,,continuous-25403-both_sexes--irnt
Volume of grey matter in Hippocampus (left),25886,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.901094430219779,-0.0033431137889508,,,continuous-25886-both_sexes--irnt
K85 Acute pancreatitis,131682,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,2002,279583,0.901345591168963,-0.0119574280936064,,,icd_first_occurrence-131682-both_sexes--
Weighted-mean MO in tract parahippocampal part of cingulum (left),25548,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI weighted means,,14490,,0.901758009232359,0.00373457831526738,,,continuous-25548-both_sexes--irnt
Mean ICVF in inferior cerebellar peduncle on FA skeleton (right),25354,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.902512215951458,-0.00236517346080205,,,continuous-25354-both_sexes--irnt
Volume of grey matter in Caudate (left),25880,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.90254566958043,0.00277316559046961,,,continuous-25880-both_sexes--irnt
L85 Other epidermal thickening,131812,icd_first_occurrence,,Health-related outcomes > First occurrences > Skin and subcutaneous tissue disorders,,1942,279643,0.903211845953252,-0.00880129965004453,,,icd_first_occurrence-131812-both_sexes--
B98 Other specified infectious agents as the cause of diseases classified to other chapters,130342,icd_first_occurrence,,Health-related outcomes > First occurrences > Certain infectious and parasitic diseases,,1895,279690,0.903397882498651,-0.0115344583306378,,,icd_first_occurrence-130342-both_sexes--
Carotene,100019,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.903817113080479,-0.000462638315460824,,,continuous-100019-both_sexes--irnt
Diabetes diagnosed by doctor,2443,categorical,,UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions,,13426,267293,0.904416518548225,0.00274389107213641,,,categorical-2443-both_sexes--
H81 Disorders of vestibular function,131252,icd_first_occurrence,,Health-related outcomes > First occurrences > Ear and mastoid process disorders,,6782,274803,0.904490437990313,0.00527983107711431,,,icd_first_occurrence-131252-both_sexes--
Volume of grey matter in Occipital Pole (left),25876,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.905033543852803,0.000315907680095863,,,continuous-25876-both_sexes--irnt
Volume of grey matter in Central Opercular Cortex (right),25865,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.905285534713723,-0.00329041217897743,,,continuous-25865-both_sexes--irnt
Substances taken for depression,20546,categorical,,Online follow-up > Mental health > Depression,,6781,86351,0.905424968949572,0.0021571851069094,,,categorical-20546-both_sexes-4-
H33 Retinal detachments and breaks,131178,icd_first_occurrence,,Health-related outcomes > First occurrences > Eye and adnexa disorders,,3578,278007,0.905731065210737,-0.00754132877345137,,,icd_first_occurrence-131178-both_sexes--
"Volume of grey matter in Middle Temporal Gyrus, posterior division (right)",25805,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.905878111085436,0.00339346212844744,,,continuous-25805-both_sexes--irnt
Spine arthritis/spondylitis,20002,categorical,,UK Biobank Assessment Centre > Verbal interview > Medical conditions,,2439,279104,0.9064223033008,0.00545862051105889,,,categorical-20002-both_sexes-1311-
Coronary angioplasty (ptca) +/- stent,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2829,278714,0.906577653245369,-0.00266713412287418,,,categorical-20004-both_sexes-1070-
Z27.1 Oesophagus,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5058,276528,0.90720556398961,-0.00712109332769013,,,categorical-41210-both_sexes-Z271-
Touchscreen duration,630,continuous,,UK Biobank Assessment Centre > Procedural metrics > Process durations,,281430,,0.907262567968148,0.000854883169731555,,,continuous-630-both_sexes--irnt
Mean FA in inferior cerebellar peduncle on FA skeleton (right),25066,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.907346029112657,-0.00349730013722815,,,continuous-25066-both_sexes--irnt
Mean ICVF in fornix on FA skeleton,25349,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.907389004321415,-0.00355786550709521,,,continuous-25349-both_sexes--irnt
Polyunsaturated fat,100007,continuous,,Online follow-up > Diet by 24-hour recall > Estimated nutrients yesterday,,43938,,0.907669521948486,0.000494651078550575,,,continuous-100007-both_sexes--irnt
Longest period of mania or irritability,20492,continuous,,Online follow-up > Mental health > Mania,,22219,,0.907691995644439,0.000833420675890087,,,continuous-20492-both_sexes--
Volume of grey matter in Crus I Cerebellum (vermis),25901,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.90866564406738,-0.00048799098762017,,,continuous-25901-both_sexes--irnt
Z67.5 Lumbar intervertebral joint,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1888,279698,0.908922222940287,-0.00820030887735184,,,categorical-41210-both_sexes-Z675-
K20 Oesophagitis,131582,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,8310,273275,0.911002834504833,-0.00560135752419248,,,icd_first_occurrence-131582-both_sexes--
H20.1 Fibreoptic endoscopic snare resection of lesion of colon,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,5941,275645,0.911924284561852,0.00648227458503923,,,categorical-41200-both_sexes-H201-
J30 Vasomotor and allergic rhinitis,131464,icd_first_occurrence,,Health-related outcomes > First occurrences > Respiratory system disorders,,27383,254202,0.912941195626465,0.00065854175548862,,,icd_first_occurrence-131464-both_sexes--
Mean FA in tapetum on FA skeleton (left),25103,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.913400215865223,-0.00342286189631325,,,continuous-25103-both_sexes--irnt
Peak expiratory flow (PEF),3064,continuous,,UK Biobank Assessment Centre > Physical measures > Spirometry,,255820,,0.913469703324103,-0.00078342734802207,,,continuous-3064-both_sexes--irnt
Mean L2 in posterior corona radiata on FA skeleton (right),25274,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14492,,0.913997617020494,-0.00059174757295742,,,continuous-25274-both_sexes--irnt
Fluid intelligence score,20191,continuous,,Online follow-up > Cognitive function online > Fluid intelligence / reasoning,,73386,,0.914695398578002,0.00166371123957631,,,continuous-20191-both_sexes--irnt
Maxillo-facial surgery,20004,categorical,,UK Biobank Assessment Centre > Verbal interview > Operations,,2021,279522,0.91498376740989,-0.0110766892770538,,,categorical-20004-both_sexes-1481-
Volume of putamen (right),25016,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Subcortical volumes (FIRST),,16038,,0.915632809625914,0.00229700371570174,,,continuous-25016-both_sexes--irnt
Z28.6 Sigmoid colon,41210,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,11236,270350,0.915928590933358,-0.0046911293010111,,,categorical-41210-both_sexes-Z286-
K42 Umbilical hernia,131616,icd_first_occurrence,,Health-related outcomes > First occurrences > Digestive system disorders,,4051,277534,0.916201304619066,0.000373995180433041,,,icd_first_occurrence-131616-both_sexes--
E09.1 Excision of lesion of external nose,41200,categorical,,Health-related outcomes > Hospital inpatient > Summary Operations,,1781,279805,0.917170582598203,-0.00717320563405636,,,categorical-41200-both_sexes-E091-
Mean ISOVF in superior longitudinal fasciculus on FA skeleton (right),25480,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > Diffusion brain MRI > dMRI skeleton,,14490,,0.917189747651934,-0.00325132715075322,,,continuous-25480-both_sexes--irnt
Volume of grey matter in Occipital Fusiform Gyrus (left),25860,continuous,,UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST),,16047,,0.918633049598423,-0.0030137625340249,,,continuous-25860-both_sexes--irnt
